xYear,State,County,Zip,rundatetime,Rx_count_Pat,Rx_count_Pph,Rx_count_Dis,Pat_count,PillCount_Total_Pph,PillCount_Total_Dis,PillCount_Total_Pat,RxCount_Total_Pat,PillCount_Mean_Pat,PatCount_OpBenzo_Pat,MoEquiv_Total_Pph,Schedule2_Rx_Total_Pph,Schedule234Multi_Pat_Total_Pat,PillCount_Schedule234_Rx_Pph,RxCount_Schedule234_Rx_Pph,PillMean_Schedule234_Rx_Pph,PillCount_Schedule2_Rx_Pph,RxCount_Schedule2_Rx_Pph,PillMean_Schedule2_Rx_Pph,RegCount_Pph,RegCount_Dis,PatCount_MultiDisp,PatCount_MultiRxer,InqCount_Pph,InqCount_Dis,PphCount_RxBenzoOpioid,PatCount_Rx90MME,PatCount_Rx40Methadone,Population,Rx Count Pph per 100000,,PatCount_OpBenzo_Pat,RxCount_Schedule234_Rx_Pph,PatCount_MultiDisp,PatCount_MultiRxer
2016,CA,Sacramento,95610,04APR2021:08:30:51,25574,14685,12991,8209,1333820,1342990,1915361,24385,78.5,669,515146,7420,200,37866,516,73.4,1325009,14372,92.2,47,22,1,1194,8149,32701,26,663,36,"44,147",33263.86844,,,,,
2016,CA,Sacramento,95611,10SEP2017:10:31:20,402,111,0,141,2165,0,29648,396,74.9,2,2532,21,3,60,3,20,865,46,18.8,2,0,0,12,1203,0,1,1,0,,#DIV/0!,,,,,
2016,CA,Yolo,95612,04APR2021:08:30:51,416,9,0,152,289,0,25827,411,62.8,1,110,3,3,0,0,,309,9,34.3,1,0,0,20,0,0,0,0,0,"1,239",726.3922518,,,,,
2016,CA,El Dorado,95613,10SEP2017:10:31:20,221,0,0,61,0,0,17798,220,80.9,0,,0,1,0,0,,0,0,,0,0,0,10,0,0,0,0,0,,#DIV/0!,,,,,
2016,CA,El Dorado,95614,04APR2021:08:30:51,2008,57,0,691,1138,0,138392,1906,72.6,3,436,32,23,20,1,20,1118,56,20,3,1,0,94,73,0,1,0,0,"3,833",1487.085834,,,,,
2016,CA,Sacramento,95615,04APR2021:08:30:51,243,254,0,96,19468,0,16047,231,69.5,8,6511,93,1,0,0,,18088,229,79,1,0,0,10,48,0,2,10,0,834,30455.63549,,,,,
2016,CA,Yolo,95616,04APR2021:08:30:51,8842,23661,12681,3854,1724153,1105408,493379,8280,59.6,1257,1156016,13648,103,70706,1080,65.5,1923180,26739,71.9,272,45,0,359,7670,4987,90,1612,93,"47,032",50308.30073,,,,,
2016,CA,Yolo,95617,10SEP2017:10:31:20,329,2,0,123,105,0,24537,311,78.9,0,117,5,1,0,0,,285,6,47.5,9,0,0,12,2198,0,0,0,0,,#DIV/0!,,,,,
2016,CA,Yolo,95618,04APR2021:08:30:51,3641,5688,7729,1651,356540,603362,228285,3437,66.4,327,223190,4083,53,8576,187,45.9,463004,7604,60.9,82,27,0,158,2252,12539,22,339,8,"27,281",20849.6756,,,,,
2016,CA,El Dorado,95619,04APR2021:08:30:51,3375,759,0,1090,19092,0,276041,3268,84.5,137,81769,471,28,2208,50,44.2,21347,547,39,7,0,0,116,108,0,4,227,12,"4,842",15675.34077,,,,,
2016,CA,Solano,95620,04APR2021:08:30:51,8319,1847,5165,2981,122471,426810,540411,7931,68.1,80,68311,965,55,5036,108,46.6,126746,1839,68.9,14,6,2,297,2509,2045,7,63,1,"20,553",8986.522649,,,,,
2016,CA,Sacramento,95621,04APR2021:08:30:51,25435,946,21929,7799,55659,1565462,2013345,24438,82.4,78,27641,468,192,1643,35,46.9,56527,950,59.5,22,29,1,1185,2216,24178,5,43,0,"39,819",2375.75027,,,,,
2016,CA,El Dorado,95623,04APR2021:08:30:51,3023,549,0,927,12384,0,241056,2896,83.2,19,8284,252,23,55,3,18.3,12114,533,22.7,4,0,0,92,0,0,1,5,0,"3,806",14424.59275,,,,,
2016,CA,Sacramento,95624,04APR2021:08:30:51,23187,6435,14892,8452,500221,1924478,1648629,22243,74.1,401,361387,3398,178,17200,417,41.2,503288,6278,80.2,47,52,15,978,131,27600,12,496,23,"61,989",10380.87403,,,,,
2016,CA,Solano,95625,04APR2021:08:30:51,270,0,0,78,0,0,18451,247,74.7,0,,0,3,0,0,,0,0,,0,0,0,16,0,0,0,0,0,155,0,,,,,
2016,CA,Sacramento,95626,04APR2021:08:30:51,3347,0,0,1011,0,0,256213,3298,77.7,0,,0,30,0,0,,0,0,,0,0,1,141,0,0,0,0,0,"5,975",0,,,,,
2016,CA,Yolo,95627,04APR2021:08:30:51,1505,11,0,525,697,0,105655,1441,73.3,1,399,11,9,0,0,,787,13,60.5,0,2,0,54,0,1,0,3,0,"3,513",313.1226872,,,,,
2016,CA,Sacramento,95628,04APR2021:08:30:51,21749,9098,19791,7015,623832,2431045,1645449,20789,79.1,765,302566,4639,209,32476,530,61.3,718729,10092,71.2,93,30,3,1013,14964,11689,24,381,19,"40,196",22634.09294,,,,,
2016,CA,Amador,95629,04APR2021:08:30:51,483,0,0,190,0,0,36733,471,78,0,,0,6,0,0,,0,0,,1,0,0,6,0,0,0,0,0,832,0,,,,,
2016,CA,Sacramento,95630,04APR2021:08:30:51,23403,52717,46212,8691,3700961,3954807,1631053,22471,72.6,3064,2242682,30588,276,147441,2426,60.8,4065131,59053,68.8,320,106,5,1047,32404,47392,182,3198,111,"72,180",73035.46689,,,,,
2016,CA,Placer,95631,04APR2021:08:30:51,4146,399,0,1197,29847,0,340837,3927,86.8,17,14589,164,40,156,8,19.5,29582,347,85.3,3,0,0,147,7142,0,1,12,3,"6,076",6566.820276,,,,,
2016,CA,Sacramento,95632,04APR2021:08:30:51,17572,1222,10965,4442,41827,1102055,1008926,17316,58.3,40,47655,574,89,195,11,17.7,43963,1274,34.5,8,19,5,565,935,13681,2,47,4,"29,269",4175.065769,,,,,
2016,CA,El Dorado,95633,04APR2021:08:30:51,1965,0,0,607,0,0,162403,1909,85.1,0,1084,8,15,0,0,,450,5,90,0,1,1,65,0,0,0,0,0,"3,349",0,,,,,
2016,CA,El Dorado,95634,04APR2021:08:30:51,2067,336,0,620,28518,0,165999,2008,82.7,11,4257,136,13,981,14,70.1,23115,283,81.7,3,0,1,61,62,0,1,5,0,"3,232",10396.0396,,,,,
2016,CA,El Dorado,95635,04APR2021:08:30:51,1015,0,0,287,0,0,80685,993,81.3,0,,0,10,0,0,,0,0,,0,0,0,35,0,0,0,0,0,"1,262",0,,,,,
2016,CA,El Dorado,95636,04APR2021:08:30:51,875,0,0,217,0,0,78219,842,92.9,0,,1,6,0,0,,60,1,60,0,0,0,36,0,0,0,0,0,"1,101",0,,,,,
2016,CA,Yolo,95637,04APR2021:08:30:51,155,0,0,50,0,0,9325,155,60.2,0,,0,3,0,0,,0,0,,0,0,0,1,0,0,0,0,0,370,0,,,,,
2016,CA,Sacramento,95638,04APR2021:08:30:51,1077,378,0,355,19672,0,88051,1040,84.7,39,17479,123,8,1383,27,51.2,19438,341,57,1,0,0,38,0,0,1,46,4,"2,255",16762.74945,,,,,
2016,CA,Sacramento,95639,04APR2021:08:30:51,189,0,0,60,0,0,17109,188,91,0,,0,1,0,0,,0,0,,1,0,0,7,0,0,0,0,0,283,0,,,,,
2016,CA,Amador,95640,04APR2021:08:30:51,5569,1724,2378,1700,166684,226154,461813,5342,86.4,152,66788,813,53,7314,104,70.3,161999,1648,98.3,22,9,1,159,15,255,5,91,4,"11,353",15185.41355,,,,,
2016,CA,Sacramento,95641,04APR2021:08:30:51,1588,0,0,422,0,0,132893,1504,88.4,0,,0,11,0,0,,0,0,,0,0,0,55,0,0,0,0,0,"1,986",0,,,,,
2016,CA,Amador,95642,04APR2021:08:30:51,5630,10318,12727,1807,827737,1320467,408015,5277,77.3,572,567270,5347,53,29551,422,70,831949,9746,85.4,58,10,0,218,29477,11027,33,733,30,"7,164",144025.684,,,,,
2016,CA,Amador,95644,10SEP2017:10:31:20,14,0,0,3,0,0,1040,14,74.3,0,,0,1,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,#DIV/0!,,,,,
2016,CA,Yolo,95645,04APR2021:08:30:51,628,0,0,227,0,0,48126,618,77.9,0,,0,5,0,0,,0,0,,0,1,0,32,0,0,0,0,0,"2,037",0,,,,,
2016,CA,Alpine,95646,04APR2021:08:30:51,59,7,0,29,129,0,2237,45,49.7,1,83,1,2,0,0,,129,7,18.4,1,0,0,1,13,0,0,0,0,158,4430.379747,,,,,
2016,CA,Placer,95648,04APR2021:08:30:51,23191,16771,25641,8150,1307219,2444602,1664794,21971,75.8,1078,906384,8711,216,42585,681,62.5,1336386,16781,79.6,75,32,5,898,7258,13020,50,1136,72,"47,354",35416.22672,,,,,
2016,CA,Placer,95650,04APR2021:08:30:51,6294,1193,3099,2072,54766,260930,472990,5972,79.2,94,49666,595,65,2325,52,44.7,54438,1115,48.8,24,8,0,282,3659,623,7,109,0,"12,447",9584.638869,,,,,
2016,CA,El Dorado,95651,04APR2021:08:30:51,288,11,0,124,122,0,19227,284,67.7,0,214,2,3,56,5,11.2,54,5,10.8,0,0,0,7,0,0,0,1,0,637,1726.844584,,,,,
2016,CA,Sacramento,95652,04APR2021:08:30:51,263,7620,0,102,748216,0,14738,252,58.5,188,175407,3676,6,13248,170,77.9,749752,7511,99.8,17,6,1,20,49,873,5,208,23,739,1031123.139,,,,,
2016,CA,Yolo,95653,04APR2021:08:30:51,171,0,0,73,0,0,12363,171,72.3,0,,0,1,0,0,,0,0,,0,0,0,10,0,0,0,0,0,527,0,,,,,
2016,CA,Amador,95654,10SEP2017:10:31:20,24,0,0,8,0,0,2950,24,122.9,0,,0,2,0,0,,0,0,,0,1,0,0,0,981,0,0,0,,#DIV/0!,,,,,
2016,CA,Sacramento,95655,04APR2021:08:30:51,1375,15644,0,498,1491620,0,100084,1338,74.8,482,463577,7921,13,36448,490,74.4,1485108,15262,97.3,87,23,0,47,1466,6164,25,554,62,"4,314",362633.287,,,,,
2016,CA,El Dorado,95656,10SEP2017:10:31:20,359,0,0,128,0,0,26840,315,85.2,0,,0,3,0,0,,0,0,,0,0,0,6,0,0,0,0,0,,#DIV/0!,,,,,
2016,CA,Placer,95658,04APR2021:08:30:51,2925,234,0,1088,5257,0,227125,2804,81,17,9441,89,28,50,4,12.5,5237,182,28.8,8,1,0,122,0,0,3,39,1,"6,285",3723.150358,,,,,
2016,CA,Sutter,95659,04APR2021:08:30:51,436,0,0,113,0,0,34515,427,80.8,0,8,0,0,0,0,,0,0,,0,0,0,11,0,0,0,0,0,702,0,,,,,
2016,CA,Sacramento,95660,04APR2021:08:30:51,17989,1695,12476,5830,28328,934568,1400027,17370,80.6,38,17981,1022,133,477,27,17.7,31568,1758,18,6,11,1,790,165,71649,2,21,0,"30,714",5518.655987,,,,,
2016,CA,Placer,95661,04APR2021:08:30:51,17050,135730,58768,5772,9767716,4211812,1152381,15981,72.1,7749,6883653,77979,154,458909,6295,72.9,10848480,145350,74.6,889,133,2,787,78774,27240,421,11149,502,"29,791",455607.3982,,,,,
2016,CA,Sacramento,95662,04APR2021:08:30:51,17546,4103,7014,5621,305875,668575,1297625,16783,77.3,248,186684,1488,135,5345,81,66,316926,4158,76.2,12,17,3,767,763,5664,5,392,54,"31,558",13001.45763,,,,,
2016,CA,Placer,95663,04APR2021:08:30:51,1043,198,0,394,3503,0,75384,998,75.5,26,3404,85,7,168,9,18.7,3157,172,18.4,2,4,0,40,55,255,2,18,0,"2,377",8329.827514,,,,,
2016,CA,El Dorado,95664,04APR2021:08:30:51,879,165,0,273,10690,0,74248,825,90,3,5058,95,10,220,3,73.3,10590,162,65.4,1,1,0,32,0,0,1,33,0,"1,380",11956.52174,,,,,
2016,CA,Amador,95665,04APR2021:08:30:51,2147,778,1028,832,49533,175166,178393,2079,85.8,52,51004,387,20,1864,29,64.3,46838,742,63.1,8,3,0,44,1689,2225,3,79,1,"4,426",17577.94849,,,,,
2016,CA,Amador,95666,04APR2021:08:30:51,2849,474,0,973,32166,0,229637,2698,85.1,30,10767,246,23,25,2,12.5,31996,448,71.4,5,0,0,55,13,0,2,26,0,"5,336",8883.058471,,,,,
2016,CA,El Dorado,95667,04APR2021:08:30:51,25905,25936,31523,7791,1921534,2832957,2014967,24740,81.4,1291,967947,13185,234,96695,1499,64.5,1927503,25601,75.3,130,52,0,983,26474,34568,78,1117,47,"36,726",70620.26902,,,,,
2016,CA,Sutter,95668,04APR2021:08:30:51,383,0,0,123,0,0,27972,361,77.5,0,,0,2,0,0,,0,0,,0,1,0,16,0,0,0,0,0,815,0,,,,,
2016,CA,Amador,95669,04APR2021:08:30:51,1344,193,0,469,10590,0,114228,1310,87.2,7,3429,81,14,510,8,63.8,10325,176,58.7,3,1,0,46,269,817,1,5,0,"2,443",7900.1228,,,,,
2016,CA,Sacramento,95670,04APR2021:08:30:51,24490,17748,31310,8732,1263245,2599755,1734160,23595,73.5,811,609754,9784,171,31401,593,53,1426277,19279,74,147,107,4,1048,5558,46871,50,697,28,"52,973",33503.86046,,,,,
2016,CA,Sacramento,95671,10SEP2017:10:31:20,37,92,24,22,5084,1870,1709,37,46.2,71,4158,203,3,4750,64,74.2,26347,430,61.3,25,5,0,0,0,8,1,17,1,,#DIV/0!,,,,,
2016,CA,El Dorado,95672,04APR2021:08:30:51,2131,0,0,753,0,0,165839,2045,81.1,0,,0,24,0,0,,0,0,,2,3,0,74,210,334,0,0,0,"4,773",0,,,,,
2016,CA,Sacramento,95673,04APR2021:08:30:51,9645,64,0,2834,703,0,757856,9313,81.4,1,428,60,60,360,2,180,3267,117,27.9,4,0,4,428,140,0,1,0,0,"15,455",414.1054675,,,,,
2016,CA,Sutter,95674,04APR2021:08:30:51,373,0,0,148,0,0,32107,364,88.2,0,,0,5,0,0,,0,0,,0,0,0,12,0,0,0,0,0,935,0,,,,,
2016,CA,Amador,95675,04APR2021:08:30:51,332,0,0,111,0,0,27617,321,86,0,,0,2,0,0,,0,0,,0,0,0,8,0,0,0,0,0,381,0,,,,,
2016,CA,Sutter,95676,10SEP2017:10:31:20,109,0,0,64,0,0,5955,108,55.1,0,,0,1,0,0,,0,0,,0,0,0,3,0,0,0,0,0,,#DIV/0!,,,,,
2016,CA,Placer,95677,04APR2021:08:30:51,10876,8046,27827,3819,704322,1476133,782545,10339,75.7,410,426196,4602,112,22976,321,71.6,742436,8569,86.6,41,34,3,471,3368,7508,21,483,30,"23,333",34483.34976,,,,,
2016,CA,Placer,95678,04APR2021:08:30:51,17653,27885,36808,6329,2100780,3139582,1288389,17036,75.6,1508,1254295,14434,152,54588.3,941,58,2168505,28621,75.8,143,50,3,844,13603,34907,77,1739,63,"41,192",67695.18353,,,,,
2016,CA,Yolo,95679,04APR2021:08:30:51,59,0,0,24,0,0,4599,59,77.9,0,,0,0,0,0,,0,0,,0,0,0,4,0,0,0,0,0,55,0,,,,,
2016,CA,Sacramento,95680,04APR2021:08:30:51,90,0,0,30,0,0,7187,90,79.9,0,,0,1,0,0,,0,0,,0,0,0,1,0,0,0,0,0,146,0,,,,,
2016,CA,Placer,95681,04APR2021:08:30:51,825,0,0,261,0,0,68117,800,85.1,0,,0,9,0,0,,0,0,,0,0,0,31,0,0,0,0,0,"1,226",0,,,,,
2016,CA,El Dorado,95682,04APR2021:08:30:51,15326,4560,11997,5370,271344,1444165,1149261,14747,77.9,377,160806,2270,149,14679,271,54.2,256625,3950,65,42,19,2,566,7517,18573,24,289,8,"29,114",15662.56784,,,,,
2016,CA,Sacramento,95683,04APR2021:08:30:51,2359,21,0,930,560,0,166256,2224,74.8,2,176,11,24,28,1,28,477,17,28.1,1,4,0,91,177,2,0,0,0,"6,180",339.8058252,,,,,
2016,CA,El Dorado,95684,04APR2021:08:30:51,2250,0,0,638,0,0,191785,2163,88.7,0,,0,22,0,0,,0,0,,0,0,0,69,0,0,0,0,0,"3,422",0,,,,,
2016,CA,Amador,95685,04APR2021:08:30:51,2285,355,2552,812,9699,210714,181196,2132,85,37,7365,149,25,809,26,31.1,9577,346,27.7,5,5,0,73,0,1268,2,16,0,"4,680",7585.470085,,,,,
2016,CA,San Joaquin,95686,04APR2021:08:30:51,278,0,0,126,0,0,20902,269,77.7,0,,0,0,0,0,,0,0,,0,0,0,11,0,0,0,0,0,"1,405",0,,,,,
2016,CA,Solano,95687,04APR2021:08:30:51,28489,8228,20884,9303,512546,2125390,2003821,27297,73.4,562,426137,4143,227,29926,489,61.2,525407,8298,63.3,116,73,2,1074,4848,27760,36,644,29,"65,096",12639.79354,,,,,
2016,CA,Solano,95688,04APR2021:08:30:51,15990,32448,48658,5458,2158097.5,2824405.5,1053191,15486,68,1690,1553053,17439,140,78689,1366,57.6,2432494,33018,73.7,255,49,2,648,6908,2123,106,2204,73,"34,379",94383.19905,,,,,
2016,CA,Amador,95689,04APR2021:08:30:51,705,0,0,258,0,0,60179,650,92.6,0,,0,10,0,0,,0,0,,0,0,0,19,0,0,0,0,0,"1,244",0,,,,,
2016,CA,Sacramento,95690,04APR2021:08:30:51,864,52,0,289,810,0,64671,827,78.2,4,1469,7,4,14,1,14,434,27,16.1,1,0,0,35,0,0,2,1,0,"2,533",2052.901698,,,,,
2016,CA,Yolo,95691,04APR2021:08:30:51,16115,5378,15429,5734,412419,1574897,1184880,15633,75.8,220,171428,3169,125,10691,182,58.7,480999,6829,70.4,39,28,1,589,5643,15954,17,256,20,"34,737",15482.05084,,,,,
2016,CA,Yuba,95692,04APR2021:08:30:51,2203,0,1484,757,0,149217,181894,2114,86,0,,0,12,0,0,,0,0,,0,2,0,59,0,113,0,0,0,"4,769",0,,,,,
2016,CA,Sacramento,95693,04APR2021:08:30:51,2902,310,0,1052,6493,0,223756,2802,79.9,13,5356,111,18,78,4,19.5,5965,285,20.9,1,3,0,113,114,11,1,12,0,"6,758",4587.155963,,,,,
2016,CA,Yolo,95694,04APR2021:08:30:51,3599,1010,1428,1307,89191,193634,252667,3481,72.6,54,60280,572,31,1317,24,54.9,94398,1085,87,15,4,1,149,230,342,5,62,3,"9,156",11031.01791,,,,,
2016,CA,Yolo,95695,04APR2021:08:30:51,17559,14448,18761,6146,936030,1501642,1195933,16538,72.3,665,467537,8362,158,33497,583,57.5,996141,15789,63.1,151,30,1,764,7929,19697,52,702,25,"37,946",38075.15944,,,,,
2016,CA,Solano,95696,10SEP2017:10:31:20,654,40,46,223,3079,4037,50073,611,82,5,7465,11,4,132,2,66,1529,22,69.5,26,7,0,18,0,59,0,14,1,,#DIV/0!,,,,,
2016,CA,Yolo,95697,04APR2021:08:30:51,382,9,0,110,450,0,27839,351,79.3,3,15,4,2,0,0,,480,10,48,0,0,0,15,0,0,0,0,0,425,2117.647059,,,,,
2016,CA,Yolo,95698,04APR2021:08:30:51,124,0,0,38,0,0,7798,113,69,0,,0,5,0,0,,0,0,,0,0,0,3,0,0,0,0,0,236,0,,,,,
2016,CA,Amador,95699,04APR2021:08:30:51,47,0,0,26,0,0,3394,47,72.2,0,,0,0,0,0,,0,0,,1,0,0,0,45,0,0,0,0,154,0,,,,,
2016,CA,Placer,95701,04APR2021:08:30:51,457,0,0,181,0,0,32157,434,74.1,0,,0,0,0,0,,0,0,,0,0,0,12,0,0,0,0,0,983,0,,,,,
2016,CA,Placer,95703,04APR2021:08:30:51,1207,0,0,344,0,0,104937,1161,90.4,0,,0,10,0,0,,0,0,,0,0,0,43,0,0,0,0,0,897,0,,,,,
2016,CA,El Dorado,95709,04APR2021:08:30:51,2830,586,0,868,30427,0,244675,2749,89,25,29927,287,28,3647,55,66.3,31811,601,52.9,4,0,0,89,307,0,2,30,0,"4,772",12279.96647,,,,,
2016,CA,Nevada,95712,10SEP2017:10:31:20,351,0,0,93,0,0,30089,328,91.7,0,,0,3,0,0,,0,0,,0,0,0,13,0,0,0,0,0,,#DIV/0!,,,,,
2016,CA,Placer,95713,04APR2021:08:30:51,5036,447,1914,1534,36604,155282,402970,4794,84.1,31,16451,217,43,1770,18,98.3,35196,403,87.3,7,2,2,161,197,301,1,24,0,"9,495",4707.740916,,,,,
2016,CA,Placer,95714,04APR2021:08:30:51,213,0,0,61,0,0,15456,205,75.4,0,,0,3,0,0,,0,0,,0,0,0,10,0,0,0,0,0,382,0,,,,,
2016,CA,Placer,95715,04APR2021:08:30:51,41,0,0,23,0,0,2047,40,51.2,0,,0,1,0,0,,0,0,,0,0,0,1,0,0,0,0,0,115,0,,,,,
2016,CA,Placer,95717,04APR2021:08:30:51,126,0,0,56,0,0,9332,125,74.7,0,,0,0,0,0,,0,0,,0,0,0,2,0,0,0,0,0,231,0,,,,,
2016,CA,El Dorado,95720,04APR2021:08:30:51,102,0,0,31,0,0,9814,89,110.3,0,,0,0,0,0,,0,0,,0,0,0,5,0,0,0,0,0,157,0,,,,,
2016,CA,El Dorado,95721,04APR2021:08:30:51,14,0,0,4,0,0,1116,12,93,0,,0,0,0,0,,0,0,,1,0,0,0,0,0,0,0,0,37,0,,,,,
2016,CA,Placer,95722,04APR2021:08:30:51,2380,88,913,772,1772,73958,190184,2246,84.7,10,2313,38,19,35,2,17.5,2235,99,22.6,5,4,2,83,0,233,1,6,0,"4,585",1919.302072,,,,,
2016,CA,Nevada,95724,04APR2021:08:30:51,6,0,0,5,0,0,351,6,58.5,0,,0,0,0,0,,0,0,,0,2,0,0,0,0,0,0,0,27,0,,,,,
2016,CA,El Dorado,95726,04APR2021:08:30:51,7334,2009,5485,2083,242826,884513,617819,6941,89,121,141808,1006,62,5894,66,89.3,244272,1992,122.6,3,4,3,224,1212,27527,2,145,4,"8,842",22721.10382,,,,,
2016,CA,Nevada,95728,04APR2021:08:30:51,115,0,0,49,0,0,8000,114,70.2,0,,0,1,0,0,,0,0,,1,0,0,2,0,0,0,0,0,386,0,,,,,
2016,CA,El Dorado,95735,04APR2021:08:30:51,41,7,0,17,128,0,1091,37,29.5,1,234,6,0,0,0,,128,7,18.3,1,0,0,1,1,0,0,1,0,68,10294.11765,,,,,
2016,CA,Placer,95736,04APR2021:08:30:51,626,531,0,204,32560,0,49469,610,81.1,45,75109,240,5,3398,102,33.3,33021,549,60.1,2,0,0,27,4913,0,5,110,3,240,221250,,,,,
2016,CA,Sacramento,95741,10SEP2017:10:31:20,422,0,0,150,0,0,30661,406,75.5,0,,0,6,0,0,,0,0,,0,0,0,14,0,0,0,0,0,,#DIV/0!,,,,,
2016,CA,Sacramento,95742,04APR2021:08:30:51,3133,730,2183,1252,43011,146420,206186,3025,68.2,35,25243,351,28,452,11,41.1,42731,649,65.8,3,12,1,127,0,7139,2,77,2,"7,749",9420.570396,,,,,
2016,CA,Placer,95746,04APR2021:08:30:51,7349,4665,5836,2939,253910,636684,512953,6956,73.7,317,271115,2232,97,12475,173,72.1,253930,4305,59,56,27,0,284,2380,19345,14,423,19,"21,460",21738.11743,,,,,
2016,CA,Placer,95747,04APR2021:08:30:51,21341,544,14367,8017,12437,1399990,1478171,20248,73,32,13593,232,210,865,21,41.2,10269,460,22.3,36,41,6,852,2980,14096,7,14,0,"51,870",1048.775786,,,,,
2016,CA,Sacramento,95757,04APR2021:08:30:51,11021,13193,13240,4534,1055646,1128252,748359,10648,70.3,624,491138,6587,115,18476,299,61.8,1062113,12889,82.4,71,55,7,525,1813,29874,27,562,24,"40,222",32800.45746,,,,,
2016,CA,Sacramento,95758,04APR2021:08:30:51,20547,38826,32009,7831,2965603,2688342,1427235,19714,72.4,1925,1598724,20818,168,96318,1478,65.2,3134343,40197,78,264,82,6,852,18918,43445,104,1819,97,"60,435",64244.22934,,,,,
2016,CA,Sacramento,95759,10SEP2017:10:31:20,389,0,0,144,0,0,31473,367,85.8,0,,0,3,0,0,,0,0,,0,1,0,13,0,600,0,0,0,,#DIV/0!,,,,,
2016,CA,El Dorado,95762,04APR2021:08:30:51,12483,10055,8309,5319,700557,826376,830534,11950,69.5,811,605393,6045,159,42773,631,67.8,795957,11327,70.3,99,51,3,483,11326,8818,39,962,46,"38,797",25916.95234,,,,,
2016,CA,Sacramento,95763,10SEP2017:10:31:20,307,0,0,134,0,0,24289,306,79.4,0,,0,7,0,0,,0,0,,1,0,1,11,29,0,0,0,0,,#DIV/0!,,,,,
2016,CA,Placer,95765,04APR2021:08:30:51,11618,9032,9658,4480,645335,1022499,812800,11074,73.4,589,410807,4851,131,31687,601,52.7,697923,9854,70.8,56,40,1,503,15831,15060,36,589,21,"33,974",26585.03562,,,,,
2016,CA,Yolo,95776,04APR2021:08:30:51,7286,5675,3739,2822,403350,351416,490819,7072,69.4,224,188491,2800,62,9742,178,54.7,411078,5649,72.8,38,8,1,280,1445,5112,22,246,15,"21,902",25910.87572,,,,,
2016,CA,Yolo,95798,10SEP2017:10:31:20,122,0,0,42,0,0,9281,122,76.1,0,,0,5,0,0,,0,0,,0,0,0,2,0,0,0,0,0,,#DIV/0!,,,,,
2016,CA,Yolo,95799,10SEP2017:10:31:20,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,#DIV/0!,,,,,
2016,CA,Sacramento,95811,04APR2021:08:30:51,2739,4659,9492,1067,319525,1793994,186917,2667,70.1,404,237657,2396,26,16008,262,61.1,328445,4577,71.8,54,12,1,159,13547,6511,20,432,33,"7,595",61342.98881,,,,,
2016,CA,Sacramento,95812,10SEP2017:10:31:20,807,0,0,339,0,0,58577,788,74.3,0,,0,10,0,0,,0,0,,3,0,0,36,0,0,0,0,0,,#DIV/0!,,,,,
2016,CA,Sacramento,95813,10SEP2017:10:31:20,94,0,0,38,0,0,6765,94,72,0,,0,4,0,0,,0,0,,0,0,0,3,0,0,0,0,0,,#DIV/0!,,,,,
2016,CA,Sacramento,95814,04APR2021:08:30:51,5304,952,1232,1613,36728,78447,404998,5107,79.3,229,61640,646,54,11884,251,47.3,64569,1328,48.6,43,42,1,250,360,25500,7,104,1,"9,922",9594.83975,,,,,
2016,CA,Sacramento,95815,04APR2021:08:30:51,12778,19612,26009,4451,1383689,1779516,959099,12463,77,1333,740502,13699,82,51836,981,52.8,1733756,26060,66.5,218,41,1,602,10138,13144,58,947,31,"24,680",79465.15397,,,,,
2016,CA,Sacramento,95816,04APR2021:08:30:51,8539,86239,13696,3014,6703915,1228727,574262,8102,70.9,4060,3952344,44255,90,235084.5,3401,69.1,6776249,85218,79.5,617,79,3,417,127628,44278,288,5473,179,"15,579",553559.2785,,,,,
2016,CA,Sacramento,95817,04APR2021:08:30:51,7032,42216,20222,2473,2762937,1469227,501593,6780,74,2679,3051076,23764,57,193097,2422,79.7,2939303,42430,69.3,1074,184,2,296,40217,36710,306,4400,114,"13,534",311925.5209,,,,,
2016,CA,Sacramento,95818,04APR2021:08:30:51,6510,1155,2239,2577,68306,166676,433029,6282,68.9,96,30492,635,60,3233,54,59.9,70087,1236,56.7,40,12,2,310,3253,8015,6,53,0,"19,811",5830.094392,,,,,
2016,CA,Sacramento,95819,04APR2021:08:30:51,5736,14749,12222,2221,1024207,1051786,396428,5392,73.5,999,884567,7845,55,41785,598,69.9,1051282,13875,75.8,176,43,1,239,27873,12914,57,1355,47,"17,141",86045.15489,,,,,
2016,CA,Sacramento,95820,04APR2021:08:30:51,15808,2271,8245,5413,53965,650650,1175639,15281,76.9,49,28423,776,106,1181,65,18.2,44151,1646,26.8,27,21,2,700,1335,1974,5,46,0,"34,480",6586.426914,,,,,
2016,CA,Sacramento,95821,04APR2021:08:30:51,19141,27975,27032,6481,2818200,2518011,1394681,18377,75.9,1775,2177585,15265,183,154684,1881,82.2,2859692,27518,103.9,146,30,3,861,60791,58729,31,2415,203,"33,550",83383.01043,,,,,
2016,CA,Sacramento,95822,04APR2021:08:30:51,20666,2169,15550,6762,93505,1455960,1427676,19792,72.1,57,37981,956,156,2771,67,41.4,86829,1898,45.7,21,25,2,879,842,7048,7,28,2,"42,347",5121.968498,,,,,
